"","Group.1","population_size","parent_size","rank","mutation_variation","mating","crossover_rate","mutation_rate","score"
"158",158,56,180,1.22444079159759,0.315946963615716,32,0.721933171153069,0.183387816650793,0.000295925005168667
"368",368,42,158,1.50080576520413,0.0753134424798191,13,0.81575378626585,0.117039920063689,0.000277698890436564
"14",14,36,122,1.66880761049688,0.0700895262882113,9,0.67328333593905,0.430147715145722,0.000268900916578487
"28",28,52,116,1.40915183653124,0.128490616288036,16,0.990056969225407,0.0257843813160434,0.000249168987104676
"104",104,48,166,1.66813858179376,0.0638350768014789,22,0.780632264260203,0.231451371335424,0.000247245398917088
"197",197,34,96,1.4365420283284,0.214724260568619,10,0.786870240047574,0.0260287785204127,0.000245551005090561
"124",124,8,94,1.59425539677031,0.104878901224583,9,0.98365120915696,0.197173973894678,0.000245379285763684
"205",205,11,168,1.45814247890376,0.0724081376567483,24,0.696964052412659,0.404967475216836,0.000228388469945741
"212",212,46,108,1.65080916448496,0.116227177623659,13,0.664414413273335,0.176743151852861,0.000225608790440369
"388",388,36,120,1.56040121437982,0.13072103606537,2,0.962655719090253,0.11104508896824,0.000225601518612011
"29",29,48,102,1.43378975358792,0.279721518047154,9,0.8844796448946,0.0359377238200977,0.000219821184278982
"380",380,40,126,1.76261087777093,0.120442795567214,13,0.976196482218802,0.0824472672538832,0.000218873494373239
"61",61,38,78,1.76262501217425,0.188719498272985,28,0.879206433147192,0.112122917897068,0.000206682715994737
"293",293,47,118,1.28345437548123,0.181461740005761,21,0.637396391667426,0.339670352637768,0.000202066871495632
"39",39,44,150,1.53606336708181,0.391921729687601,12,0.872748337220401,0.13858385803178,0.000186825350495017
"328",328,54,170,1.44929392361082,0.363573018182069,3,0.831056711263955,0.131048016133718,0.000183876662572843
"86",86,26,134,1.36165474844165,0.352561572846025,28,0.87224702546373,0.00722093693912029,0.000172286906259943
"79",79,31,170,1.44051514905877,0.0423062881454825,7,0.689020887482911,0.414761845255271,0.000167977196566248
"92",92,56,176,1.24828947689384,0.0814217053353787,5,0.648279227968305,0.497351523954421,0.000166675736566304
"252",252,35,138,1.33548850421794,0.0505462580360472,6,0.650617787986994,0.47539517050609,0.000165183857375856
"170",170,31,156,1.62423552763648,0.0509282521903515,32,0.650049138814211,0.488976733293384,0.000161335573639168
"9",9,56,146,1.79026911123656,0.0102696252986789,17,0.728308950923383,0.453018157277256,0.000159330527340132
"66",66,43,156,1.66653642095625,0.0984001329168677,29,0.964599863532931,0.492595755495131,0.000154969903085114
"214",214,33,94,1.76447479049675,0.344249859824777,3,0.77953105578199,0.0694145457819104,0.00015375070744597
"1",1,27,172,1.30918178125285,0.168427558522671,9,0.989079523738474,0.239164670114405,0.000150299942924278
"180",180,54,130,1.44960260102525,0.143316995538771,10,0.756014391314238,0.30986148910597,0.000137197120109439
"22",22,37,96,1.46154267699458,0.120489560160786,23,0.660554787702858,0.173272262327373,0.000132531654637801
"162",162,26,136,1.73197709857486,0.097479790262878,28,0.979755409061909,0.392242521280423,0.000127248208660371
"144",144,56,118,1.22771918876097,0.326451669167727,32,0.797502335254103,0.0995765193365514,0.000127210841810075
"147",147,55,170,1.3690574419219,0.0203505197539926,24,0.741861032973975,0.335396623122506,0.000126529902491054
"304",304,44,124,1.64734748653136,0.00805603079497814,22,0.686794671788812,0.0375764144118875,0.000123993319444127
"269",269,12,108,1.76986951874569,0.0541506455279887,14,0.641916362196207,0.0259701386094093,0.000123315811335618
"255",255,20,98,1.57848473517224,0.054780490603298,17,0.825114729441702,0.239609794924036,0.000123078769858464
"40",40,3,180,1.50524703646079,0.145914434362203,19,0.757302142120898,0.12941156886518,0.000118845031057577
"322",322,53,134,1.67257274799049,0.198472731281072,15,0.884170187357813,0.00693668657913804,0.000116787587269065
"189",189,48,104,1.74445392033085,0.323688585031778,16,0.76881820037961,0.0531826642109081,0.000108770093355611
"346",346,57,174,1.41081840572879,0.244926191773266,6,0.6902787826024,0.115572506911121,0.000107397864903963
"248",248,46,146,1.43886271594092,0.275540510378778,2,0.788780195079744,0.00180620374158025,0.000106952573110123
"229",229,59,168,1.22456454969943,0.295450094528496,30,0.805736567638814,0.0670597880380228,0.000106474762764662
"208",208,7,46,1.55313102635555,0.0115760890766978,4,0.642993568256497,0.0494818864390254,0.000105805231830149
"275",275,52,132,1.21121127549559,0.230436640791595,17,0.806512536015362,0.482502405531704,0.000104779751537893
"201",201,26,60,1.47034515361302,0.00766323283314705,28,0.830314797349274,0.108130080625415,0.000103777385780094
"263",263,37,92,1.23405962758698,0.110639372374862,19,0.968630350474268,0.0943151074461639,0.000100860090504668
"73",73,38,108,1.67947027715854,0.151699593383819,23,0.756819392554462,0.245942054199986,9.76992054522288e-05
"277",277,53,112,1.448783775419,0.121768878307194,30,0.636529680062085,0.09694168868009,9.75674628773336e-05
"314",314,34,150,1.58911716984585,0.121264399494976,6,0.646090349182487,0.188892593956552,9.73788024080674e-05
"238",238,31,178,1.78412037687376,0.0975863132625818,0,0.622839271277189,0.148435012088157,9.62120975072068e-05
"118",118,27,162,1.63849953683093,0.131665293313563,28,0.693566985055804,0.250021623214707,9.46756792728209e-05
"204",204,29,138,1.79803044525906,0.00395135004073381,12,0.732102477923036,0.0213195433607325,9.466842935263e-05
"80",80,36,142,1.22862696563825,0.195776859577745,24,0.892382098641247,0.0620795934228227,9.1601481141612e-05
"305",305,25,96,1.32027061390691,0.101098509225994,13,0.680452727433294,0.227785999537446,9.1466299111913e-05
"44",44,36,148,1.29932316765189,0.0586154706776142,16,0.995197143126279,0.0521816473919898,8.90957733168295e-05
"341",341,59,132,1.49481043224223,0.156657723151147,2,0.814111885242164,0.314738255226985,8.80442979419703e-05
"234",234,39,90,1.74410500586964,0.0641676597297192,12,0.833773633465171,0.400300255860202,8.58964586031886e-05
"307",307,49,100,1.70189147223718,0.113772512413561,4,0.895947279036045,0.229602223960683,8.54528528977335e-05
"251",251,27,92,1.56570084546693,0.0500766385346651,25,0.987996985018253,0.27904571662657,8.52233202025232e-05
"129",129,12,70,1.24856171649881,0.0378919460810721,21,0.902081958483905,0.203883954090998,8.23719440449749e-05
"286",286,50,122,1.52259038211778,0.0651581709273159,22,0.705892660934478,0.32970866560936,8.01839381531112e-05
"181",181,18,80,1.79084968459792,0.118535873759538,12,0.914956405665725,0.249101456254721,7.84378284321261e-05
"174",174,16,164,1.65441128429957,0.133307897765189,8,0.802269135136157,0.101013470790349,7.57913540819761e-05
"222",222,30,110,1.72673758668825,0.00191662171855569,9,0.834503923263401,0.476771615911275,7.44692024177155e-05
"131",131,31,68,1.24712075698189,0.0930865881033242,23,0.893791933264583,0.00764316006097943,7.1831784530499e-05
"96",96,47,122,1.76053173313849,0.310562933236361,4,0.931279569491744,0.104777546366677,6.93998444913699e-05
"76",76,43,120,1.48392707160674,0.147556170076132,24,0.867764634732157,0.121423242148012,6.64012009569388e-05
"141",141,42,84,1.54403489101678,0.072820760589093,5,0.844472813326865,0.441981774754822,6.12667866988313e-05
"164",164,28,134,1.29579727412201,0.201259833481163,21,0.795548699609935,0.0517919514095411,6.11224353272669e-05
"30",30,58,144,1.50370106273331,0.19887536643073,32,0.624022750277072,0.438937231199816,5.76190040366611e-05
"334",334,17,90,1.37927229003981,0.0633096617646515,13,0.987362496927381,0.42457529483363,5.75096432960868e-05
"193",193,50,156,1.51992131425068,0.296804174035788,5,0.958848800882697,0.103934226208366,5.40263105924531e-05
"187",187,41,82,1.20554035585374,0.187825836520642,2,0.814769208710641,0.269951964379288,5.35229840175188e-05
"316",316,56,180,1.20275297393091,0.0877194486558437,1,0.9688565579243,0.0633958975085989,5.33975647510894e-05
"128",128,48,132,1.62530534416437,0.0359891595318914,14,0.749214235786349,0.1291376122972,5.32013242053766e-05
"137",137,55,168,1.27169950855896,0.187617112323642,10,0.815924600698054,0.13502020330634,5.2850103478673e-05
"210",210,39,144,1.66652509630658,0.105691897217184,0,0.957549700140953,0.043028959305957,5.17046167095334e-05
"371",371,57,146,1.52278503421694,0.17957223765552,10,0.607063538674265,0.117704043164849,5.16316821348284e-05
"136",136,15,158,1.62869419720955,0.0115722839720547,12,0.682824085652828,0.100860752165318,5.00017001086507e-05
"392",392,18,152,1.32172034997493,0.125095549039543,30,0.654464397579432,0.182780675240792,4.82337456140572e-05
"233",233,37,78,1.79459594185464,0.201704543549567,3,0.7850525659509,0.236928895232268,4.65655169167384e-05
"202",202,54,124,1.68187435129657,0.116874113120139,30,0.732827752642333,0.467656668275595,4.6361905857375e-05
"160",160,42,90,1.73279819232412,0.0863976892083883,32,0.6603650781326,0.280797090847045,4.62565355998781e-05
"258",258,21,128,1.6364775326103,0.209215543046594,17,0.991635256167501,0.0231279076542705,4.49752126490367e-05
"259",259,38,86,1.44571448885836,0.308448650408536,10,0.726508236583322,0.0201013467740268,4.38073855517124e-05
"116",116,44,96,1.64363039983436,0.189416792057455,2,0.933511586487293,0.196632107719779,4.33832035164595e-05
"315",315,31,70,1.44730175212026,0.210365766193718,15,0.670079195220023,0.0488003548234701,4.32908884998836e-05
"369",369,46,178,1.26173840817064,0.0799142422154546,28,0.918044092599303,0.122999530518427,4.20065589992421e-05
"175",175,44,136,1.76327382777818,0.108841558918357,19,0.739455747883767,0.305529303615913,3.97022625853552e-05
"18",18,55,160,1.30511520272121,0.0285348139703274,16,0.898636487964541,0.0119878337718546,3.95675189881955e-05
"42",42,59,124,1.58379510040395,0.0642270107753575,28,0.66226690299809,0.320302098640241,3.8996769711654e-05
"335",335,13,54,1.30503039183095,0.145520743820816,32,0.672625791560858,0.109888778766617,3.84234401240942e-05
"366",366,42,90,1.34590714727528,0.175135069154203,18,0.738925866223872,0.433883963269182,3.69681803793211e-05
"166",166,53,136,1.361222968949,0.100416716188192,17,0.753078573290259,0.203566124429926,3.50477908366775e-05
"139",139,41,138,1.41739428006113,0.0778053865768015,3,0.62206977987662,0.248193701962009,3.3818815714545e-05
"198",198,30,94,1.47268195892684,0.0321216084063053,24,0.788211246673018,0.0177353458711877,3.26871310067648e-05
"45",45,12,168,1.55426218206994,0.03850077111274,20,0.806355570815504,0.407588813919574,2.85084147657091e-05
"2",2,12,156,1.4445063481573,0.146806332934648,7,0.946925352606922,0.252781691378914,2.10840793199839e-05
"379",379,16,46,1.20099585992284,0.0861252764239907,25,0.845457010250539,0.0955267765093595,2.09986446748011e-05
"265",265,44,134,1.5907207982149,0.0293818201869726,11,0.661329505126923,0.431244733859785,2.04026574033526e-05
"94",94,20,98,1.58238413706422,0.141591179091483,19,0.780496138334274,0.00557262660004199,2.01233335505106e-05
"6",6,52,124,1.23777158427984,0.311777711752802,26,0.761391769722104,0.0119664488593116,1.60339566404762e-05
"115",115,48,130,1.45061756288633,0.0793506430462003,19,0.624080992862582,0.38074806611985,1.56860007404164e-05
"387",387,55,118,1.55877801720053,0.080710229370743,21,0.895365294627845,0.280366311548278,1.36478813417462e-05
"319",319,10,90,1.63127273661084,0.0167313755489886,30,0.611140191741288,0.0901360518764704,1.35937583068506e-05
"213",213,39,130,1.63563143690117,0.00963059756904841,22,0.680712307151407,0.326842755894177,1.33084126750644e-05
"199",199,56,170,1.2804097936023,0.104367932025343,29,0.942204912286252,0.42745809094049,1.27895762028661e-05
"163",163,37,162,1.66387938223779,0.0370470548048615,24,0.916239931900054,0.322255348437466,1.27716161948586e-05
"358",358,13,52,1.58855429403484,0.00491201542317867,13,0.626858973875642,0.293524762964807,1.27460569398638e-05
"386",386,16,66,1.54415661552921,0.0275655030272901,29,0.863442790415138,0.192433124175295,9.72661767068723e-06
"273",273,42,126,1.57644961494952,0.146001752931625,10,0.968042426090687,0.0723567038075998,8.95530748734323e-06
"219",219,19,126,1.30436490923166,0.0666881922632456,18,0.976793788652867,0.195018575061113,8.70434286919289e-06
"308",308,20,74,1.22815860961564,0.0450158467516303,27,0.716307527013123,0.233163563185371,7.77406484899775e-06
"301",301,28,176,1.43928709924221,0.0293867059983313,19,0.827907519508153,0.395376564236358,7.05671967512405e-06
"329",329,33,104,1.57699903082103,0.0731148020364344,22,0.83015670767054,0.378278323449194,5.52507065023742e-06
"364",364,29,136,1.47724106912501,0.0791226242668927,15,0.848905286751688,0.312268369249068,4.94220718884249e-06
"64",64,30,132,1.34027512581088,0.0486338025890291,1,0.952070617396384,0.138503739377484,4.80990853035598e-06
"107",107,17,100,1.4960464278236,0.0865372826345265,18,0.784732883237302,0.166659279493615,4.64425370644219e-06
"321",321,20,68,1.24214935898781,0.0434624213725328,15,0.902604143600911,0.456102058407851,4.57702634031353e-06
"289",289,2,94,1.69252971690148,0.200279989093542,12,0.811683650966734,0.105618997127749,2.9518467404581e-06
"8",8,38,96,1.34705897164531,0.00691758440807462,29,0.852888246811926,0.0794715661322698,2.68107092412598e-06
"377",377,27,148,1.68192754760385,0.123033089004457,5,0.752599366009235,0.287315246765502,2.60722188139441e-06
"122",122,3,12,1.64512500897981,0.0104691857472062,2,0.892897944618017,0.191644014790654,1.88309963215105e-06
"172",172,33,96,1.29357999949716,0.0730453654192388,17,0.860004340764135,0.137739725527354,1.62379897384796e-06
"153",153,19,82,1.60710600684397,0.1528354967013,4,0.91166102476418,0.00719676411245018,8.14985853482858e-07
"70",70,33,134,1.46633945815265,0.0685316512361169,18,0.672467332612723,0.0218670902540907,5.30418201176312e-07
"182",182,24,70,1.29557318673469,0.0113033387809992,30,0.862963116448373,0.0353946691611782,2.33955634992848e-07
"349",349,15,72,1.49612815710716,0.00364971999078989,27,0.665111470129341,0.0375501362141222,5.81653828933624e-08
"209",209,1,100,1.66681806030683,0.0705469357781112,14,0.829636582545936,0.439529819181189,2.95026479300039e-11
"195",195,2,38,1.48341674110852,0.14046298051253,21,0.867385798785836,0.202097606146708,7.63277601201339e-12
"72",72,1,48,1.40932965581305,0.395629167277366,11,0.815526940394193,0.184108158573508,1.73914579179334e-12
"46",46,1,160,1.34487988692708,0.305492419749498,12,0.681429805699736,0.129297389299609,1.16567397947025e-13
"288",288,1,16,1.29079265110195,0.301664474327117,19,0.747576311603188,0.0125531669473276,2.23462992818522e-21
"188",188,2,50,1.64477403899655,0.266568673402071,25,0.938402605708688,0.19873192999512,2.93453375993694e-24
"397",397,1,180,1.60491224932484,0.0409976890310645,12,0.917023172415793,0.285075133549981,2.80957412294632e-29
"11",11,2,88,1.57676233635284,0.269251278601587,18,0.835746195912361,0.000990067142993212,4.93231169958372e-32
"37",37,1,20,1.60917949802242,0.299537744931877,23,0.838713047653437,0.441915294039063,6.46993860167255e-33
"391",391,1,50,1.62627759156749,0.200545803178102,17,0.809312372002751,0.425285147852264,2.99503985803269e-33
